sku_id,product_name,category,launch_date,week_start,time_index,year,month,quarter,week,season,is_holiday,promo_event,demand,revenue,avg_unit_price,store_count,active_days,unit_cost,list_price
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-04-24,121,2023,4,2,17,Summer,False,No Promotion,515,467105.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-05-01,122,2023,5,2,18,Summer,False,No Promotion,514,466198.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-05-08,123,2023,5,2,19,Summer,False,No Promotion,490,444430.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-05-15,124,2023,5,2,20,Summer,False,No Promotion,519,470733.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-05-22,125,2023,5,2,21,Summer,False,No Promotion,512,464384.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-05-29,126,2023,5,2,22,Summer,False,No Promotion,508,460756.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-06-05,127,2023,6,2,23,Rain,False,No Promotion,466,422662.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-06-12,128,2023,6,2,24,Rain,False,No Promotion,538,487966.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-06-19,129,2023,6,2,25,Rain,False,No Promotion,497,450779.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-06-26,130,2023,6,2,26,Rain,False,No Promotion,458,415406.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-07-03,131,2023,7,3,27,Rain,False,No Promotion,543,492501.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-07-10,132,2023,7,3,28,Rain,False,No Promotion,493,447151.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-07-17,133,2023,7,3,29,Rain,False,No Promotion,514,466198.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-07-24,134,2023,7,3,30,Rain,False,No Promotion,473,429011.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-07-31,135,2023,7,3,31,Rain,False,No Promotion,505,458035.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-08-07,136,2023,8,3,32,Rain,False,Independence Day Sale | No Promotion,648,548281.5,855.1714285714286,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-08-14,137,2023,8,3,33,Rain,True,Independence Day Sale | No Promotion,522,456855.9,881.0857142857143,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-08-21,138,2023,8,3,34,Rain,False,No Promotion,531,481617.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-08-28,139,2023,8,3,35,Rain,False,No Promotion,549,497943.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-09-04,140,2023,9,3,36,Autumn,False,No Promotion,512,464384.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-09-11,141,2023,9,3,37,Autumn,False,No Promotion,518,469826.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-09-18,142,2023,9,3,38,Autumn,False,No Promotion,486,440802.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-09-25,143,2023,9,3,39,Autumn,False,No Promotion,525,476175.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-10-02,144,2023,10,4,40,Autumn,True,No Promotion,512,464384.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-10-09,145,2023,10,4,41,Autumn,False,Festive Sale | No Promotion,544,483158.9,894.0428571428571,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-10-16,146,2023,10,4,42,Autumn,False,Festive Sale,699,570593.7000000001,816.3000000000001,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-10-23,147,2023,10,4,43,Autumn,False,Festive Sale,652,532227.6000000001,816.3000000000001,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-10-30,148,2023,10,4,44,Autumn,False,Festive Sale,688,561614.4,816.3000000000001,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-11-06,149,2023,11,4,45,Autumn,False,No Promotion,483,438081.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-11-13,150,2023,11,4,46,Autumn,False,No Promotion,479,434453.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-11-20,151,2023,11,4,47,Autumn,False,Black Friday | No Promotion,503,448058.0,894.0428571428571,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-11-27,152,2023,11,4,48,Autumn,False,No Promotion,513,465291.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-12-04,153,2023,12,4,49,Winter,False,No Promotion,504,457128.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-12-11,154,2023,12,4,50,Winter,False,No Promotion,538,487966.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-12-18,155,2023,12,4,51,Winter,False,No Promotion,485,439895.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2023-12-25,156,2023,12,4,52,Winter,True,No Promotion | Stock Clearance Sale,675,559619.0,829.257142857143,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-01-01,157,2024,1,1,1,Winter,False,New Year Sale,682,556716.6000000001,816.3000000000001,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-01-08,158,2024,1,1,2,Winter,False,No Promotion,492,446244.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-01-15,159,2024,1,1,3,Winter,False,No Promotion,524,475268.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-01-22,160,2024,1,1,4,Winter,True,No Promotion,558,506106.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-01-29,161,2024,1,1,5,Winter,False,No Promotion,467,423569.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-02-05,162,2024,2,1,6,Winter,False,No Promotion,521,472547.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-02-12,163,2024,2,1,7,Winter,False,No Promotion,495,448965.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-02-19,164,2024,2,1,8,Winter,False,No Promotion,483,438081.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-02-26,165,2024,2,1,9,Winter,False,End of Season Sale | No Promotion,589,504836.2,868.1285714285714,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-03-04,166,2024,3,1,10,Summer,False,End of Season Sale | No Promotion,612,521071.5,855.1714285714286,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-03-11,167,2024,3,1,11,Summer,False,No Promotion,530,480710.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-03-18,168,2024,3,1,12,Summer,False,No Promotion,557,505199.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-03-25,169,2024,3,1,13,Summer,False,No Promotion,494,448058.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-04-01,170,2024,4,2,14,Summer,False,No Promotion,495,448965.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-04-08,171,2024,4,2,15,Summer,True,No Promotion,507,459849.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-04-15,172,2024,4,2,16,Summer,False,No Promotion,544,493408.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-04-22,173,2024,4,2,17,Summer,False,No Promotion,512,464384.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-04-29,174,2024,4,2,18,Summer,False,No Promotion,525,476175.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-05-06,175,2024,5,2,19,Summer,False,No Promotion,528,478896.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-05-13,176,2024,5,2,20,Summer,False,No Promotion,519,470733.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-05-20,177,2024,5,2,21,Summer,False,No Promotion,505,458035.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-05-27,178,2024,5,2,22,Summer,False,No Promotion,510,462570.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-06-03,179,2024,6,2,23,Rain,False,No Promotion,507,459849.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-06-10,180,2024,6,2,24,Rain,False,No Promotion,518,469826.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-06-17,181,2024,6,2,25,Rain,False,No Promotion,537,487059.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-06-24,182,2024,6,2,26,Rain,False,No Promotion,509,461663.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-07-01,183,2024,7,3,27,Rain,False,No Promotion,546,495222.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-07-08,184,2024,7,3,28,Rain,False,No Promotion,521,472547.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-07-15,185,2024,7,3,29,Rain,False,No Promotion,494,448058.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-07-22,186,2024,7,3,30,Rain,False,No Promotion,508,460756.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-07-29,187,2024,7,3,31,Rain,False,No Promotion,539,488873.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-08-05,188,2024,8,3,32,Rain,False,Independence Day Sale | No Promotion,565,493952.2,881.0857142857143,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-08-12,189,2024,8,3,33,Rain,True,Independence Day Sale | No Promotion,646,551818.8,855.1714285714286,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-08-19,190,2024,8,3,34,Rain,False,No Promotion,535,485245.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-08-26,191,2024,8,3,35,Rain,False,No Promotion,498,451686.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-09-02,192,2024,9,3,36,Autumn,False,No Promotion,511,463477.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-09-09,193,2024,9,3,37,Autumn,False,No Promotion,475,430825.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-09-16,194,2024,9,3,38,Autumn,False,No Promotion,554,502478.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-09-23,195,2024,9,3,39,Autumn,False,No Promotion,466,422662.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-09-30,196,2024,9,3,40,Autumn,True,No Promotion,516,468012.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-10-07,197,2024,10,4,41,Autumn,False,No Promotion,500,453500.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-10-14,198,2024,10,4,42,Autumn,False,Festive Sale | No Promotion,663,546195.4,829.257142857143,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-10-21,199,2024,10,4,43,Autumn,False,Festive Sale,658,537125.4,816.3000000000001,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-10-28,200,2024,10,4,44,Autumn,False,Festive Sale,670,546921.0,816.3000000000001,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-11-04,201,2024,11,4,45,Autumn,False,Festive Sale | No Promotion,578,506287.4,881.0857142857143,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-11-11,202,2024,11,4,46,Autumn,False,No Promotion,490,444430.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-11-18,203,2024,11,4,47,Autumn,False,No Promotion,547,496129.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-11-25,204,2024,11,4,48,Autumn,False,Black Friday | No Promotion,471,420575.9,894.0428571428571,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-12-02,205,2024,12,4,49,Winter,False,No Promotion,522,473454.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-12-09,206,2024,12,4,50,Winter,False,No Promotion,553,501571.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-12-16,207,2024,12,4,51,Winter,False,No Promotion,477,432639.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-12-23,208,2024,12,4,52,Winter,True,No Promotion | Stock Clearance Sale,619,524699.5,855.1714285714286,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2024-12-30,209,2024,12,4,1,Winter,False,New Year Sale | Stock Clearance Sale,679,554267.7000000001,816.3000000000001,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-01-06,210,2025,1,1,2,Winter,False,New Year Sale | No Promotion,585,512092.2,881.0857142857143,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-01-13,211,2025,1,1,3,Winter,False,No Promotion,476,431732.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-01-20,212,2025,1,1,4,Winter,True,No Promotion,517,468919.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-01-27,213,2025,1,1,5,Winter,False,No Promotion,490,444430.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-02-03,214,2025,2,1,6,Winter,False,No Promotion,499,452593.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-02-10,215,2025,2,1,7,Winter,False,No Promotion,447,405429.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-02-17,216,2025,2,1,8,Winter,False,No Promotion,507,459849.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-02-24,217,2025,2,1,9,Winter,False,End of Season Sale | No Promotion,539,469735.3,881.0857142857143,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-03-03,218,2025,3,1,10,Summer,False,End of Season Sale | No Promotion,661,556898.0,842.2142857142857,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-03-10,219,2025,3,1,11,Summer,False,No Promotion,507,459849.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-03-17,220,2025,3,1,12,Summer,False,No Promotion,503,456221.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-03-24,221,2025,3,1,13,Summer,False,No Promotion,454,411778.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-03-31,222,2025,3,1,14,Summer,False,No Promotion,495,448965.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-04-07,223,2025,4,2,15,Summer,False,No Promotion,519,470733.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-04-14,224,2025,4,2,16,Summer,True,No Promotion,503,456221.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-04-21,225,2025,4,2,17,Summer,False,No Promotion,521,472547.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-04-28,226,2025,4,2,18,Summer,False,No Promotion,483,438081.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-05-05,227,2025,5,2,19,Summer,False,No Promotion,543,492501.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-05-12,228,2025,5,2,20,Summer,False,No Promotion,516,468012.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-05-19,229,2025,5,2,21,Summer,False,No Promotion,500,453500.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-05-26,230,2025,5,2,22,Summer,False,No Promotion,518,469826.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-06-02,231,2025,6,2,23,Rain,False,No Promotion,475,430825.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-06-09,232,2025,6,2,24,Rain,False,No Promotion,484,438988.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-06-16,233,2025,6,2,25,Rain,False,No Promotion,502,455314.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-06-23,234,2025,6,2,26,Rain,False,No Promotion,472,428104.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-06-30,235,2025,6,2,27,Rain,False,No Promotion,466,422662.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-07-07,236,2025,7,3,28,Rain,False,No Promotion,521,472547.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-07-14,237,2025,7,3,29,Rain,False,No Promotion,503,456221.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-07-21,238,2025,7,3,30,Rain,False,No Promotion,496,449872.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-07-28,239,2025,7,3,31,Rain,False,No Promotion,484,438988.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-08-04,240,2025,8,3,32,Rain,False,Independence Day Sale | No Promotion,526,466379.4,894.0428571428571,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-08-11,241,2025,8,3,33,Rain,True,Independence Day Sale | No Promotion,664,558530.6,842.2142857142857,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-08-18,242,2025,8,3,34,Rain,False,No Promotion,494,448058.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-08-25,243,2025,8,3,35,Rain,False,No Promotion,513,465291.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-09-01,244,2025,9,3,36,Autumn,False,No Promotion,484,438988.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-09-08,245,2025,9,3,37,Autumn,False,No Promotion,507,459849.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-09-15,246,2025,9,3,38,Autumn,False,No Promotion,477,432639.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-09-22,247,2025,9,3,39,Autumn,False,No Promotion,513,465291.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-09-29,248,2025,9,3,40,Autumn,True,No Promotion,563,510641.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-10-06,249,2025,10,4,41,Autumn,False,No Promotion,483,438081.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-10-13,250,2025,10,4,42,Autumn,False,Festive Sale | No Promotion,639,533406.7000000001,842.2142857142857,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-10-20,251,2025,10,4,43,Autumn,False,Festive Sale,719,586919.7000000001,816.3000000000001,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-10-27,252,2025,10,4,44,Autumn,False,Festive Sale,713,582021.9,816.3000000000001,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-11-03,253,2025,11,4,45,Autumn,False,Festive Sale | No Promotion,592,511457.3,868.1285714285714,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-11-10,254,2025,11,4,46,Autumn,False,No Promotion,515,467105.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-11-17,255,2025,11,4,47,Autumn,False,No Promotion,498,451686.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-11-24,256,2025,11,4,48,Autumn,False,Black Friday | No Promotion,534,475086.6,894.0428571428571,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-12-01,257,2025,12,4,49,Winter,False,No Promotion,551,499757.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-12-08,258,2025,12,4,50,Winter,False,No Promotion,471,427197.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-12-15,259,2025,12,4,51,Winter,False,No Promotion,505,458035.0,907.0,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-12-22,260,2025,12,4,52,Winter,True,No Promotion | Stock Clearance Sale,646,557714.3,868.1285714285714,5,7,729,907
SKU001,Clear Plastic Storage Bin,Storage & Organizers,2023-01-02,2025-12-29,261,2025,12,4,1,Winter,False,Stock Clearance Sale,302,246522.6,816.3000000000001,5,3,729,907
SKU002,Stackable Plastic Storage Bin,Storage & Organizers,2022-03-03,2022-02-28,61,2022,2,1,9,Winter,False,End of Season Sale | No Promotion,362,237508.2,656.1,5,4,546,729
SKU002,Stackable Plastic Storage Bin,Storage & Organizers,2022-03-03,2022-03-07,62,2022,3,1,10,Summer,False,End of Season Sale | No Promotion,456,326446.2,718.5857142857143,5,7,546,729
